set_slug,name,variant,condition,rarity,price_market,set_name_map
25th-anniversary-rarity-collection-yugioh,Artifact Lancea (Secret Rare),1st Edition,Near Mint,Secret Rare,1.22,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Prosperity (Secret Rare),1st Edition,Heavily Played,Secret Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pre-Preparation of Rites (PCR),1st Edition,Moderately Played,Prismatic Collector's Rare,2.45,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lava Golem (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,1.53,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fallen of Albaz (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Extravagance (PUR),1st Edition,Moderately Played,Prismatic Ultimate Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Evenly Matched (Secret Rare),1st Edition,Damaged,Secret Rare,1.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimension Shifter (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.98,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Extravagance (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,1.66,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Wynn the Wind Channeler (Quarter Century Secret Rare),1st Edition,Near Mint,Quarter Century Secret Rare,2.0,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reinforcement of the Army (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.88,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fossil Dig (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,1.4,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Magician's Salvation (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,2.17,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (Platinum Secret Rare)",1st Edition,Near Mint,Platinum Secret Rare,2.13,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Extravagance (Secret Rare),1st Edition,Heavily Played,Secret Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Masked HERO Dark Law (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.9,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Herald of the Arc Light (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.55,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Shaddoll Schism (Platinum Secret Rare),1st Edition,Damaged,Platinum Secret Rare,0.08,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mudragon of the Swamp (PUR),1st Edition,Moderately Played,Prismatic Ultimate Rare,0.3,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fairy Tail - Luna (Quarter Century Secret Rare),1st Edition,Near Mint,Quarter Century Secret Rare,1.72,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Desires (PCR),1st Edition,Moderately Played,Prismatic Collector's Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Change of Heart (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,1.94,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reinforcement of the Army (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,1.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Prosperity (UR),1st Edition,Heavily Played,Ultra Rare,1.14,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Baronne de Fleur (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,1.56,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Alternate Art) (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,1.0,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pre-Preparation of Rites (PUR),1st Edition,Heavily Played,Prismatic Ultimate Rare,0.69,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimensional Barrier (Secret Rare),1st Edition,Near Mint,Secret Rare,1.8,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lava Golem (Secret Rare),1st Edition,Damaged,Secret Rare,0.4,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,1.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Change of Heart (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,1.26,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Baronne de Fleur (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tour Guide From the Underworld (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,1.79,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Nadir Servant (Secret Rare),1st Edition,Damaged,Secret Rare,1.0,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ancient Fairy Dragon (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.47,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Effect Veiler (UR),1st Edition,Heavily Played,Ultra Rare,1.0,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Red-Eyes Flare Metal Dragon (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.22,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ancient Fairy Dragon (PCR),1st Edition,Damaged,Prismatic Collector's Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,1.55,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Downerd Magician (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.88,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.65,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tour Guide From the Underworld (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,1.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Nibiru, the Primal Being",1st Edition,Moderately Played,Super Rare,0.97,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Winged Dragon of Ra - Sphere Mode (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.45,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Change of Heart (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.44,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous (PUR)",1st Edition,Near Mint,Prismatic Ultimate Rare,1.15,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pre-Preparation of Rites (Secret Rare),1st Edition,Damaged,Secret Rare,0.22,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,1.22,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reinforcement of the Army (Secret Rare),1st Edition,Lightly Played,Secret Rare,1.1,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Red-Eyes Flare Metal Dragon (PCR),1st Edition,Damaged,Prismatic Collector's Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Predaplant Dragostapelia (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.97,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Summon Limit (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.8,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Desires (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.7,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Evenly Matched (UR),1st Edition,Moderately Played,Ultra Rare,0.7,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ghost Belle & Haunted Mansion,1st Edition,Damaged,Super Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimension Shifter (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,1.21,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Nibiru, the Primal Being (UR)",1st Edition,Heavily Played,Ultra Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dark Ruler No More (Secret Rare),1st Edition,Damaged,Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tour Guide From the Underworld (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Predaplant Dragostapelia (PCR),1st Edition,Moderately Played,Prismatic Collector's Rare,0.94,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ghost Belle & Haunted Mansion (UR),1st Edition,Moderately Played,Ultra Rare,0.88,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Herald of the Arc Light (Secret Rare),1st Edition,Moderately Played,Secret Rare,1.12,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Winged Dragon of Ra - Sphere Mode (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,1.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous (Platinum Secret Rare)",1st Edition,Lightly Played,Platinum Secret Rare,1.12,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Harpie's Feather Storm (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.99,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fallen of Albaz (Secret Rare),1st Edition,Near Mint,Secret Rare,1.26,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Evenly Matched,1st Edition,Heavily Played,Super Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (PUR)",1st Edition,Damaged,Prismatic Ultimate Rare,0.4,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Compulsory Evacuation Device (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,1.17,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Dingirsu, the Orcust of the Evening Star (PUR)",1st Edition,Near Mint,Prismatic Ultimate Rare,0.92,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art) (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.84,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.97,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Egyptian God Slime (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Code Talker Inverted (Quarter Century Secret Rare),1st Edition,Near Mint,Quarter Century Secret Rare,0.96,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Small World (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Nadir Servant,1st Edition,Damaged,Super Rare,0.8,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Alternate Art) (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.84,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,1.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Small World (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.96,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Desires (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,1.09,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Masked HERO Dark Law (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.94,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Egyptian God Slime (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.84,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Compulsory Evacuation Device (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.99,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Effect Veiler,1st Edition,Moderately Played,Super Rare,0.53,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mudragon of the Swamp (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.99,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Small World (PCR),1st Edition,Damaged,Prismatic Collector's Rare,0.55,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Egyptian God Slime (PCR),1st Edition,Moderately Played,Prismatic Collector's Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.84,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Nadir Servant (UR),1st Edition,Damaged,Ultra Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lava Golem (UR),1st Edition,Damaged,Ultra Rare,0.3,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dogmatika Punishment (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Harpie's Feather Storm (PUR),1st Edition,Moderately Played,Prismatic Ultimate Rare,0.39,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (PCR)",1st Edition,Near Mint,Prismatic Collector's Rare,0.82,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Borreload Savage Dragon (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (Secret Rare)",1st Edition,Heavily Played,Secret Rare,0.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimension Shifter (UR),1st Edition,Damaged,Ultra Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.51,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Selene, Queen of the Master Magicians (Secret Rare)",1st Edition,Heavily Played,Secret Rare,0.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reasoning (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.93,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Predaplant Dragostapelia,1st Edition,Lightly Played,Super Rare,0.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ice Dragon's Prison (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.56,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimension Shifter,1st Edition,Near Mint,Super Rare,0.17,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Lonefire Blossom (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.85,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Artifact Lancea (UR),1st Edition,Heavily Played,Ultra Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.95,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.75,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Junk Speeder (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Called by the Grave (UR),1st Edition,Moderately Played,Ultra Rare,0.49,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Masked HERO Dark Law (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.81,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Pot of Desires (Secret Rare),1st Edition,Near Mint,Secret Rare,0.8,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.69,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Winged Dragon of Ra - Sphere Mode (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.33,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Striker Dragon (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.68,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Baronne de Fleur (Secret Rare),1st Edition,Damaged,Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Dingirsu, the Orcust of the Evening Star (PCR)",1st Edition,Lightly Played,Prismatic Collector's Rare,0.82,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Baronne de Fleur (Secret Rare),1st Edition,Damaged,Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden (Platinum Secret Rare)",1st Edition,Lightly Played,Platinum Secret Rare,0.54,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Artifact Lancea,1st Edition,Damaged,Super Rare,0.2,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Reasoning (PUR),1st Edition,Moderately Played,Prismatic Ultimate Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dogmatika Punishment (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.8,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Dogmatika Ecclesia, the Virtuous (PCR)",1st Edition,Near Mint,Prismatic Collector's Rare,0.81,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art) (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.53,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Danger!? Jackalope? (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.82,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Summon Limit (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.51,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Cyber Angel Benten (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.39,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Predaplant Dragostapelia (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.79,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fossil Dig (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.66,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Borreload Savage Dragon (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.73,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Afterglow Dragon (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.4,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Danger!? Jackalope? (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.78,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dogmatika Punishment (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.54,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul (Platinum Secret Rare),1st Edition,Moderately Played,Platinum Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer (Platinum Secret Rare),1st Edition,Near Mint,Platinum Secret Rare,0.65,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Change of Heart (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Time Thief Redoer (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Harpie's Feather Storm (Secret Rare),1st Edition,Near Mint,Secret Rare,0.67,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ice Dragon's Prison (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Red-Eyes Flare Metal Dragon (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.56,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ancient Fairy Dragon (Secret Rare),1st Edition,Damaged,Secret Rare,0.4,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blackwing - Simoon the Poison Wind (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Alternate Art) (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.45,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Borreload Savage Dragon (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.67,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ghostrick Angel of Mischief (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.42,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Magician's Salvation (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.52,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fossil Dig (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.57,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Ice Dragon's Prison (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.68,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.68,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Elder Entity N'tss (Secret Rare),1st Edition,Damaged,Secret Rare,0.1,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Cherubini, Ebon Angel of the Burning Abyss (Platinum Secret Rare)",1st Edition,Moderately Played,Platinum Secret Rare,0.24,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,The Iris Swordsoul (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.51,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Blue-Eyes Abyss Dragon (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.66,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Knightmare Unicorn (Alternate Art) (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.69,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden (PCR)",1st Edition,Moderately Played,Prismatic Collector's Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Magician's Salvation (PUR),1st Edition,Near Mint,Prismatic Ultimate Rare,0.61,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Eldlich the Golden Lord (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.52,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.5,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.46,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Downerd Magician (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.6,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.51,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Compulsory Evacuation Device (Secret Rare),1st Edition,Near Mint,Secret Rare,0.6,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Tour Guide From the Underworld (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.31,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Vision HERO Faris (PUR),1st Edition,Moderately Played,Prismatic Ultimate Rare,0.35,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Danger!? Jackalope? (PCR),1st Edition,Lightly Played,Prismatic Collector's Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Fossil Dig (Secret Rare),1st Edition,Lightly Played,Secret Rare,0.34,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Galaxy-Eyes Full Armor Photon Dragon (PUR),1st Edition,Lightly Played,Prismatic Ultimate Rare,0.49,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (Platinum Secret Rare),1st Edition,Lightly Played,Platinum Secret Rare,0.59,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Decode Talker Heatsoul (PCR),1st Edition,Near Mint,Prismatic Collector's Rare,0.42,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mekk-Knight Crusadia Avramax (PCR),1st Edition,Moderately Played,Prismatic Collector's Rare,0.47,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Mudragon of the Swamp (Secret Rare),1st Edition,Moderately Played,Secret Rare,0.46,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Dimension Shifter (Secret Rare),1st Edition,Near Mint,Secret Rare,0.36,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,"Artemis, the Magistus Moon Maiden (PUR)",1st Edition,Lightly Played,Prismatic Ultimate Rare,0.33,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Chaos Space (PUR),1st Edition,Damaged,Prismatic Ultimate Rare,0.25,25th Anniversary Rarity Collection
25th-anniversary-rarity-collection-yugioh,Chaos Space (Platinum Secret Rare),1st Edition,Heavily Played,Platinum Secret Rare,0.22,25th Anniversary Rarity Collection
