name,set_name,desc,attribute,race,archetype,atk,def,level,linkval,price_market,price_tier
Surgical Striker - H.A.M.P.,Magnificent Mavens,"(This card is always treated as a ""Sky Striker"" card.)
If you control a ""Sky Striker Ace"" monster, you can Special Summon this card (from your hand) to either field by Tributing 1 monster from that field. You can only Special Summon ""Surgical Striker - H.A.M.P."" once per turn this way. When this card is destroyed by battle: You can target 1 card your opponent controls; destroy it.",DARK,Machine,Sky Striker,2500.0,2500.0,8.0,,0.25,0
Flower Cardian Moonflowerviewing,Flames of Destruction,"1 Tuner + 2 non-Tuner monsters
Once per turn, during your Main Phase: You can draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can Special Summon it, ignoring its Summoning conditions, and it can attack directly this turn. If you activated this effect, skip the Draw Phase of your next turn. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",DARK,Warrior,Flower Cardian,2000.0,2000.0,6.0,,0.01,0
Majesty's Fiend,Primal Origin,Cannot be Special Summoned. Neither player can activate monster effects.,LIGHT,Fiend,,2400.0,1000.0,6.0,,0.06,0
Majesty's Fiend,Maximum Gold: El Dorado,Cannot be Special Summoned. Neither player can activate monster effects.,LIGHT,Fiend,,2400.0,1000.0,6.0,,0.06,0
Majesty's Fiend,Duel Devastator,Cannot be Special Summoned. Neither player can activate monster effects.,LIGHT,Fiend,,2400.0,1000.0,6.0,,0.06,0
Majesty's Fiend,2015 Mega-Tins,Cannot be Special Summoned. Neither player can activate monster effects.,LIGHT,Fiend,,2400.0,1000.0,6.0,,0.06,0
Vendread Nightmare,Flames of Destruction,"Once per turn: You can Tribute 1 or more ""Vendread"" monsters from your hand and/or field, then target 1 face-up monster you control; increase its Level by the number of monsters Tributed, until the end of this turn. When your attacking ""Vendread"" Ritual Monster destroys an opponent's monster by battle: You can have your monster gain 1000 ATK. You can only use this effect of ""Vendread Nightmare"" once per turn.",,Continuous,Vendread,,,,,0.01,0
Vendread Nightmare,2019 Gold Sarcophagus Tin Mega Pack,"Once per turn: You can Tribute 1 or more ""Vendread"" monsters from your hand and/or field, then target 1 face-up monster you control; increase its Level by the number of monsters Tributed, until the end of this turn. When your attacking ""Vendread"" Ritual Monster destroys an opponent's monster by battle: You can have your monster gain 1000 ATK. You can only use this effect of ""Vendread Nightmare"" once per turn.",,Continuous,Vendread,,,,,0.01,0
Revendread Executor,Flames of Destruction,"You can Ritual Summon this card with any ""Vendread"" Ritual Spell. This card's name becomes ""Revendread Slayer"" while on the field. While this Ritual Summoned card is on the field, your opponent cannot target cards you control with card effects, except this card. If this Ritual Summoned card is destroyed by battle, or is destroyed by an opponent's card effect while in its owner's Monster Zone: You can add 1 ""Vendread"" card from your Deck to your hand. You can only use this effect of ""Revendread Executor"" once per turn.",DARK,Zombie,Vendread,3000.0,0.0,8.0,,0.17,0
Revendread Executor,2019 Gold Sarcophagus Tin Mega Pack,"You can Ritual Summon this card with any ""Vendread"" Ritual Spell. This card's name becomes ""Revendread Slayer"" while on the field. While this Ritual Summoned card is on the field, your opponent cannot target cards you control with card effects, except this card. If this Ritual Summoned card is destroyed by battle, or is destroyed by an opponent's card effect while in its owner's Monster Zone: You can add 1 ""Vendread"" card from your Deck to your hand. You can only use this effect of ""Revendread Executor"" once per turn.",DARK,Zombie,Vendread,3000.0,0.0,8.0,,0.17,0
Artifact Lancea,OTS Tournament Pack 4,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Artifact Lancea,Duelist Alliance,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Artifact Lancea,25th Anniversary Rarity Collection,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.2,0
Artifact Lancea,25th Anniversary Rarity Collection,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.2,0
Artifact Lancea,Duel Devastator,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Artifact Lancea,Battles of Legend: Hero's Revenge,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Artifact Lancea,Maximum Gold,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Artifact Lancea,2015 Mega-Tin Mega Pack,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. During your opponent's turn (Quick Effect): You can Tribute this card from your hand or face-up field; neither player can banish cards for the rest of this turn.",LIGHT,Fairy,Artifact,1700.0,2300.0,5.0,,0.47,0
Ice Barrier,Brothers of Legend,"When an attack is declared involving your opponent's monster: Change that opponent's monster's ATK to 0, negate its effects, also it cannot change its battle position. You can banish this card from your GY; send 1 Level 5 or higher WATER monster from your Deck to the GY, then, you can add 1 WATER monster from your GY to your hand, also, until the end of your next turn after this effect resolves, you cannot Special Summon monsters, except WATER monsters. You can only use this effect of ""Ice Barrier"" once per turn.",,Normal,Ice Barrier,,,,,0.07,0
Vampire's Curse,Legendary Collection 4: Joey's World Mega Pack,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Vampire's Curse,Phantom Darkness,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Vampire's Curse,Phantom Darkness,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Vampire's Curse,Speed Duel GX: Duelists of Shadows,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Vampire's Curse,Duelist League 16 participation cards,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Vampire's Curse,Magnificent Mavens,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.,DARK,Zombie,Vampire,2000.0,800.0,6.0,,0.1,0
Wiretap,Dragons of Legend: Unleashed,"When a Trap Card is activated: Negate the activation, and if you do, shuffle that card into the Deck.",,Counter,,,,,,0.17,0
Wiretap,Dragons of Legend,"When a Trap Card is activated: Negate the activation, and if you do, shuffle that card into the Deck.",,Counter,,,,,,0.17,0
Wiretap,Dragons of Legend: The Complete Series,"When a Trap Card is activated: Negate the activation, and if you do, shuffle that card into the Deck.",,Counter,,,,,,0.17,0
Wiretap,Duel Devastator,"When a Trap Card is activated: Negate the activation, and if you do, shuffle that card into the Deck.",,Counter,,,,,,0.17,0
Wiretap,OTS Tournament Pack 2,"When a Trap Card is activated: Negate the activation, and if you do, shuffle that card into the Deck.",,Counter,,,,,,0.17,0
"Artemis, the Magistus Moon Maiden",Battles of Legend: Crystal Revenge,"1 Level 4 or lower Spellcaster monster
If another ""Magistus"" monster(s) is Normal or Special Summoned while you control this monster (except during the Damage Step): You can target 1 of those monsters; equip this card you control to it. While this card is equipped to a monster: You can add 1 ""Magistus"" monster from your Deck to your hand. You can only use each effect of ""Artemis, the Magistus Moon Maiden"" once per turn. You can only Special Summon ""Artemis, the Magistus Moon Maiden"" once per turn.",LIGHT,Spellcaster,Magistus,800.0,,,1.0,0.14,0
"Artemis, the Magistus Moon Maiden",Genesis Impact,"1 Level 4 or lower Spellcaster monster
If another ""Magistus"" monster(s) is Normal or Special Summoned while you control this monster (except during the Damage Step): You can target 1 of those monsters; equip this card you control to it. While this card is equipped to a monster: You can add 1 ""Magistus"" monster from your Deck to your hand. You can only use each effect of ""Artemis, the Magistus Moon Maiden"" once per turn. You can only Special Summon ""Artemis, the Magistus Moon Maiden"" once per turn.",LIGHT,Spellcaster,Magistus,800.0,,,1.0,0.14,0
"Artemis, the Magistus Moon Maiden",Genesis Impact,"1 Level 4 or lower Spellcaster monster
If another ""Magistus"" monster(s) is Normal or Special Summoned while you control this monster (except during the Damage Step): You can target 1 of those monsters; equip this card you control to it. While this card is equipped to a monster: You can add 1 ""Magistus"" monster from your Deck to your hand. You can only use each effect of ""Artemis, the Magistus Moon Maiden"" once per turn. You can only Special Summon ""Artemis, the Magistus Moon Maiden"" once per turn.",LIGHT,Spellcaster,Magistus,800.0,,,1.0,0.14,0
"Artemis, the Magistus Moon Maiden",25th Anniversary Rarity Collection,"1 Level 4 or lower Spellcaster monster
If another ""Magistus"" monster(s) is Normal or Special Summoned while you control this monster (except during the Damage Step): You can target 1 of those monsters; equip this card you control to it. While this card is equipped to a monster: You can add 1 ""Magistus"" monster from your Deck to your hand. You can only use each effect of ""Artemis, the Magistus Moon Maiden"" once per turn. You can only Special Summon ""Artemis, the Magistus Moon Maiden"" once per turn.",LIGHT,Spellcaster,Magistus,800.0,,,1.0,0.14,0
"Artemis, the Magistus Moon Maiden",25th Anniversary Rarity Collection,"1 Level 4 or lower Spellcaster monster
If another ""Magistus"" monster(s) is Normal or Special Summoned while you control this monster (except during the Damage Step): You can target 1 of those monsters; equip this card you control to it. While this card is equipped to a monster: You can add 1 ""Magistus"" monster from your Deck to your hand. You can only use each effect of ""Artemis, the Magistus Moon Maiden"" once per turn. You can only Special Summon ""Artemis, the Magistus Moon Maiden"" once per turn.",LIGHT,Spellcaster,Magistus,800.0,,,1.0,0.14,0
Frightfur Patchwork,Battles of Legend: Crystal Revenge,"Add 1 ""Edge Imp"" monster and 1 ""Polymerization"" from your Deck to your hand. You can only activate 1 ""Frightfur Patchwork"" per turn.",,Normal,Edge Imp,,,,,0.28,0
Frightfur Patchwork,Soul Fusion,"Add 1 ""Edge Imp"" monster and 1 ""Polymerization"" from your Deck to your hand. You can only activate 1 ""Frightfur Patchwork"" per turn.",,Normal,Edge Imp,,,,,0.28,0
Frightfur Patchwork,Duel Power,"Add 1 ""Edge Imp"" monster and 1 ""Polymerization"" from your Deck to your hand. You can only activate 1 ""Frightfur Patchwork"" per turn.",,Normal,Edge Imp,,,,,0.28,0
Soul Pendulum,Duel Power,"You can target 2 cards in your Pendulum Zones; change each target's Pendulum Scale by 1 (min. 1). You can only use this effect of ""Soul Pendulum"" once per turn. Each time your Pendulum Monster(s) is Pendulum Summoned, place 1 counter on this card. Pendulum Monsters on the field gain 300 ATK for each counter on this card. You can remove 3 counters from this card; during your Main Phase this turn, you can conduct 1 Pendulum Summon of a monster(s) in addition to your Pendulum Summon. (You can only gain this effect once per turn.)",,Continuous,,,,,,0.13,0
Outer Entity Azathot,Shadows in Valhalla,"3 Level 5 monsters
You can also Xyz Summon this card by using an ""Outer Entity"" Xyz Monster you control as material. (Transfer its materials to this card.) Cannot be used as material for an Xyz Summon. After this card was Xyz Summoned, your opponent cannot activate monster effects for the rest of that turn. If this card has at least 3 Xyz Materials (1 Fusion, 1 Synchro, and 1 Xyz Monster): You can detach 1 material from this card; destroy all cards your opponent controls.",DARK,Fiend,,2400.0,0.0,5.0,,0.25,0
Witchcrafter Confusion Confession,Magnificent Mavens,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material, including a ""Witchcrafter"" monster. During your End Phase, if you control a ""Witchcrafter"" monster while this card is in your GY: You can add this card to your hand. You can only use 1 ""Witchcrafter Confusion Confession"" effect per turn, and only once that turn.",,Normal,Witchcrafter,,,,,0.12,0
Stardust Wish,OTS Tournament Pack 16,"Once per turn, if a ""Stardust"" Synchro Monster you control is Tributed to activate its own effect (except during the Damage Step): You can target that monster; Special Summon it. Your opponent cannot activate cards or effects in response to this effect's activation. Monsters Special Summoned by this effect cannot be destroyed by battle while in Attack Position.",,Continuous,Stardust,,,,,0.05,0
Stardust Wish,OTS Tournament Pack 16 (POR),"Once per turn, if a ""Stardust"" Synchro Monster you control is Tributed to activate its own effect (except during the Damage Step): You can target that monster; Special Summon it. Your opponent cannot activate cards or effects in response to this effect's activation. Monsters Special Summoned by this effect cannot be destroyed by battle while in Attack Position.",,Continuous,Stardust,,,,,0.05,0
Stardust Wish,Duel Power,"Once per turn, if a ""Stardust"" Synchro Monster you control is Tributed to activate its own effect (except during the Damage Step): You can target that monster; Special Summon it. Your opponent cannot activate cards or effects in response to this effect's activation. Monsters Special Summoned by this effect cannot be destroyed by battle while in Attack Position.",,Continuous,Stardust,,,,,0.05,0
Pot of Desires,2017 Mega-Tins,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,OTS Tournament Pack 11,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,The Dark Illusion,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,Structure Deck: Order of the Spellcasters,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,25th Anniversary Rarity Collection,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,25th Anniversary Rarity Collection,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,OTS Tournament Pack 11 (POR),"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,Structure Deck: Sacred Beasts,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,The Pot Collection,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,Toon Chaos,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Pot of Desires,Toon Chaos,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",,Normal,Greed,,,,,0.12,0
Predaplant Ophrys Scorpio,OTS Tournament Pack 6,"If this card is Normal or Special Summoned: You can send 1 monster from your hand to the GY; Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Ophrys Scorpio"". You can only use this effect of ""Predaplant Ophrys Scorpio"" once per turn.",DARK,Plant,Predaplant,1200.0,800.0,3.0,,0.13,0
Predaplant Ophrys Scorpio,Duel Power,"If this card is Normal or Special Summoned: You can send 1 monster from your hand to the GY; Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Ophrys Scorpio"". You can only use this effect of ""Predaplant Ophrys Scorpio"" once per turn.",DARK,Plant,Predaplant,1200.0,800.0,3.0,,0.13,0
Predaplant Ophrys Scorpio,Maximum Crisis,"If this card is Normal or Special Summoned: You can send 1 monster from your hand to the GY; Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Ophrys Scorpio"". You can only use this effect of ""Predaplant Ophrys Scorpio"" once per turn.",DARK,Plant,Predaplant,1200.0,800.0,3.0,,0.13,0
Book of Eclipse,Astral Pack Eight,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Structure Deck: Spirit Charmers,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Tactical Masters,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Battle Pack 3: Monster League,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Battle Pack 3: Monster League,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Duel Devastator,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,Battles of Legend: Monstrous Revenge,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Book of Eclipse,The Duelist Genesis,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",,Quick-Play,Book of,,,,,0.14,0
Shining Draw,Duel Power,"To activate this card, you must draw it for your normal draw in your Draw Phase, reveal it, and keep it revealed until the Main Phase 1. During your Main Phase 1 that same turn: You can target 1 ""Utopia"" Xyz Monster you control, then activate 1 of these effects;
● Equip any number of ""ZW -"" monsters with different names from your Deck/Extra Deck to it.
● Special Summon from your Extra Deck, 1 ""Utopia"" Xyz Monster with a different name from that target, by using that target as material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.)",,Normal,Utopia,,,,,0.1,0
"Yuki-Onna, the Icicle Mayakashi",Magnificent Mavens,"2+ Zombie monsters
You can only control 1 ""Yuki-Onna, the Icicle Mayakashi"". You can only use each of the following effects of ""Yuki-Onna, the Icicle Mayakashi"" once per turn. If this card is Special Summoned: You can target 1 Effect Monster your opponent controls; negate its effects. (Quick Effect): You can banish this card from your GY; Special Summon 1 of your Zombie Synchro Monsters that is banished or in your GY.",WATER,Zombie,Mayakashi,2400.0,,,3.0,0.27,0
Elemental HERO Grandmerge,Duel Power,"2 ""HERO"" Normal Monsters
Must be Fusion Summoned. Gains ATK/DEF equal to the combined original Levels of the materials used for its Fusion Summon x 300. When this card destroys an opponent's monster by battle: You can Tribute this card; Special Summon 1 ""Elemental HERO"" Fusion Monster from your Extra Deck, ignoring its Summoning conditions, but it cannot attack monsters with an equal or lower Level than it.",LIGHT,Warrior,Elemental HERO,0.0,0.0,6.0,,0.5,1
Hot Red Dragon Archfiend Bane,High-Speed Riders,"1 Tuner + 1 non-Tuner DARK Dragon Synchro Monster
You can Tribute 1 monster, then target 1 ""Red Dragon Archfiend"" monster in your GY; Special Summon it. When this card inflicts battle damage to your opponent: You can Special Summon 2 Tuners with the same Level (1 from your Deck and 1 from your GY) in Defense Position. You can only use each effect of ""Hot Red Dragon Archfiend Bane"" once per turn.",DARK,Dragon,Archfiend,3500.0,3000.0,10.0,,0.28,0
Hot Red Dragon Archfiend Bane,Maximum Gold: El Dorado,"1 Tuner + 1 non-Tuner DARK Dragon Synchro Monster
You can Tribute 1 monster, then target 1 ""Red Dragon Archfiend"" monster in your GY; Special Summon it. When this card inflicts battle damage to your opponent: You can Special Summon 2 Tuners with the same Level (1 from your Deck and 1 from your GY) in Defense Position. You can only use each effect of ""Hot Red Dragon Archfiend Bane"" once per turn.",DARK,Dragon,Archfiend,3500.0,3000.0,10.0,,0.28,0
Hot Red Dragon Archfiend Bane,Duel Power,"1 Tuner + 1 non-Tuner DARK Dragon Synchro Monster
You can Tribute 1 monster, then target 1 ""Red Dragon Archfiend"" monster in your GY; Special Summon it. When this card inflicts battle damage to your opponent: You can Special Summon 2 Tuners with the same Level (1 from your Deck and 1 from your GY) in Defense Position. You can only use each effect of ""Hot Red Dragon Archfiend Bane"" once per turn.",DARK,Dragon,Archfiend,3500.0,3000.0,10.0,,0.28,0
Hot Red Dragon Archfiend Bane,Structure Deck: The Crimson King,"1 Tuner + 1 non-Tuner DARK Dragon Synchro Monster
You can Tribute 1 monster, then target 1 ""Red Dragon Archfiend"" monster in your GY; Special Summon it. When this card inflicts battle damage to your opponent: You can Special Summon 2 Tuners with the same Level (1 from your Deck and 1 from your GY) in Defense Position. You can only use each effect of ""Hot Red Dragon Archfiend Bane"" once per turn.",DARK,Dragon,Archfiend,3500.0,3000.0,10.0,,0.28,0
Metaphys Horus,Duel Devastator,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can activate the appropriate effect(s), depending on the non-Tuner monster(s) used as Synchro Material;
● Normal Monster: This face-up card is unaffected by other card effects this turn.
● Effect Monster: You can target 1 other face-up card on the field; negate that target's effects.
● Pendulum Monster: Your opponent chooses 1 monster they control and gives control of it to you, but it cannot attack this turn.",LIGHT,Wyrm,Metaphys,2300.0,1600.0,6.0,,0.12,0
Metaphys Horus,Secrets of Eternity,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can activate the appropriate effect(s), depending on the non-Tuner monster(s) used as Synchro Material;
● Normal Monster: This face-up card is unaffected by other card effects this turn.
● Effect Monster: You can target 1 other face-up card on the field; negate that target's effects.
● Pendulum Monster: Your opponent chooses 1 monster they control and gives control of it to you, but it cannot attack this turn.",LIGHT,Wyrm,Metaphys,2300.0,1600.0,6.0,,0.12,0
Metaphys Horus,Secrets of Eternity,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can activate the appropriate effect(s), depending on the non-Tuner monster(s) used as Synchro Material;
● Normal Monster: This face-up card is unaffected by other card effects this turn.
● Effect Monster: You can target 1 other face-up card on the field; negate that target's effects.
● Pendulum Monster: Your opponent chooses 1 monster they control and gives control of it to you, but it cannot attack this turn.",LIGHT,Wyrm,Metaphys,2300.0,1600.0,6.0,,0.12,0
Metaphys Horus,2015 Mega-Tin Mega Pack,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can activate the appropriate effect(s), depending on the non-Tuner monster(s) used as Synchro Material;
● Normal Monster: This face-up card is unaffected by other card effects this turn.
● Effect Monster: You can target 1 other face-up card on the field; negate that target's effects.
● Pendulum Monster: Your opponent chooses 1 monster they control and gives control of it to you, but it cannot attack this turn.",LIGHT,Wyrm,Metaphys,2300.0,1600.0,6.0,,0.12,0
Cybersal Cyclone,Flames of Destruction,"Target 1 Link Monster your opponent controls; banish 1 monster from your GY that has the same Link Rating as that monster, and if you do, destroy that monster, then, if the original Type of the monster you banished was Cyberse, you can destroy 1 face-up card in your opponent's Spell & Trap Zone.",,Quick-Play,,,,,,0.07,0
Cybersal Cyclone,2019 Gold Sarcophagus Tin Mega Pack,"Target 1 Link Monster your opponent controls; banish 1 monster from your GY that has the same Link Rating as that monster, and if you do, destroy that monster, then, if the original Type of the monster you banished was Cyberse, you can destroy 1 face-up card in your opponent's Spell & Trap Zone.",,Quick-Play,,,,,,0.07,0
Vampire Sucker,Flames of Destruction,"2 Zombie monsters
If you would Tribute a monster(s) for a Tribute Summon, you can Tribute a Zombie monster(s) your opponent controls, even though you do not control them. You can only use each of the following effects of ""Vampire Sucker"" once per turn.
● You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position, but it becomes a Zombie monster.
● If a Zombie monster(s) is Special Summoned from either GY: Draw 1 card.",DARK,Zombie,Vampire,1600.0,,,2.0,0.98,1
Vampire Sucker,Ghosts From the Past: The 2nd Haunting,"2 Zombie monsters
If you would Tribute a monster(s) for a Tribute Summon, you can Tribute a Zombie monster(s) your opponent controls, even though you do not control them. You can only use each of the following effects of ""Vampire Sucker"" once per turn.
● You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position, but it becomes a Zombie monster.
● If a Zombie monster(s) is Special Summoned from either GY: Draw 1 card.",DARK,Zombie,Vampire,1600.0,,,2.0,0.98,1
Vampire Sucker,2019 Gold Sarcophagus Tin Mega Pack,"2 Zombie monsters
If you would Tribute a monster(s) for a Tribute Summon, you can Tribute a Zombie monster(s) your opponent controls, even though you do not control them. You can only use each of the following effects of ""Vampire Sucker"" once per turn.
● You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position, but it becomes a Zombie monster.
● If a Zombie monster(s) is Special Summoned from either GY: Draw 1 card.",DARK,Zombie,Vampire,1600.0,,,2.0,0.98,1
Ninja Grandmaster Saizo,Shadows in Valhalla,"2 ""Ninja"" monsters
During your Main Phase: You can Set 1 ""Ninjitsu Art"" Spell/Trap directly from your Deck. You can only use this effect of ""Ninja Grandmaster Saizo"" once per turn. While this card points to a monster(s), this card cannot be targeted for an attack, also your opponent cannot target it with card effects.",LIGHT,Warrior,Ninja,2000.0,,,2.0,2.54,1
Ninja Grandmaster Saizo,OTS Tournament Pack 20,"2 ""Ninja"" monsters
During your Main Phase: You can Set 1 ""Ninjitsu Art"" Spell/Trap directly from your Deck. You can only use this effect of ""Ninja Grandmaster Saizo"" once per turn. While this card points to a monster(s), this card cannot be targeted for an attack, also your opponent cannot target it with card effects.",LIGHT,Warrior,Ninja,2000.0,,,2.0,2.54,1
